athlete_id,event,meet_year,result,position,points
1784,200m,2012,73.96,29,1
1051,200m,2012,241.11,27,1
1368,400m,2012,219.96,2,10
1905,High Jump,2012,36.61,27,1
1479,Long Jump,2012,23.6,21,3
1389,Shot Put,2013,22.84,24,2
1425,800m,2013,81.03,6,8
1810,Javelin,2013,18.55,10,7
1877,Javelin,2013,32.21,21,3
1248,800m,2013,88.84,26,2
1476,Shot Put,2013,6.98,12,6
1438,High Jump,2013,27.37,16,5
1217,Shot Put,2013,30.45,20,4
1731,High Jump,2013,53.58,27,1
1663,Shot Put,2013,2.86,13,6
1356,High Jump,2013,60.0,25,2
1031,1500m,2013,182.6,5,9
1824,Discus,2013,51.28,9,7
1648,High Jump,2013,33.26,15,5
1025,1500m,2013,118.79,20,4
1798,Shot Put,2013,6.43,5,9
1436,Shot Put,2013,14.91,30,0
1940,800m,2013,11.21,28,1
1451,Discus,2013,51.53,12,6
1136,Shot Put,2013,29.21,14,6
1571,High Jump,2013,67.98,12,6
1756,High Jump,2013,35.03,21,3
1090,Javelin,2013,6.38,29,1
1138,100m,2013,297.82,4,9
1448,High Jump,2013,65.35,6,8
1842,800m,2013,231.26,9,7
1618,Long Jump,2013,36.41,16,5
2024,Long Jump,2013,49.21,21,3
1209,High Jump,2013,64.97,24,2
1352,800m,2013,80.28,2,10
1516,Long Jump,2013,44.72,22,3
1195,100m,2013,212.27,21,3
1665,400m,2013,85.79,15,5
1796,400m,2013,83.74,20,4
1273,Javelin,2013,66.7,27,1
1681,400m,2013,13.58,25,2
1360,200m,2013,196.88,30,0
1652,High Jump,2013,28.74,19,4
1988,200m,2013,160.38,7,8
1139,High Jump,2013,12.86,14,6
1687,1500m,2013,210.63,17,5
1037,Discus,2013,46.61,13,6
1920,Javelin,2013,22.6,14,6
1784,200m,2013,41.69,19,4
2047,Long Jump,2013,57.27,9,7
1477,800m,2013,279.7,13,6
2032,1500m,2013,11.86,6,8
1028,Shot Put,2013,1.61,3,9
1044,High Jump,2013,37.46,21,3
1255,1500m,2013,222.58,6,8
1633,400m,2013,118.65,23,3
1485,400m,2013,67.43,6,8
1878,Discus,2013,66.47,15,5
1499,Javelin,2013,57.28,6,8
1163,800m,2013,27.1,6,8
1123,800m,2013,85.21,29,1
1282,High Jump,2013,31.69,30,0
1768,Javelin,2013,8.98,21,3
2022,400m,2013,33.14,3,9
1608,High Jump,2013,10.04,3,9
1414,Long Jump,2013,3.53,8,8
1311,Shot Put,2013,34.74,25,2
1770,200m,2013,12.76,9,7
1419,100m,2013,202.94,26,2
1078,100m,2013,38.08,17,5
1488,100m,2013,118.94,17,5
1909,1500m,2013,280.32,16,5
1674,Long Jump,2013,42.9,11,7
1275,Long Jump,2013,48.21,11,7
1570,Long Jump,2013,57.45,12,6
1651,High Jump,2013,27.42,2,10
1082,Long Jump,2013,61.31,26,2
1850,200m,2013,10.89,28,1
1591,High Jump,2013,51.18,29,1
1049,400m,2013,17.45,4,9
1470,Discus,2013,20.64,23,3
1679,800m,2013,116.84,20,4
1702,Shot Put,2013,36.77,22,3
1497,800m,2013,10.91,21,3
1422,Long Jump,2013,2.64,12,6
1111,100m,2013,291.18,24,2
1509,Long Jump,2013,47.94,8,8
1456,Javelin,2013,34.69,24,2
1782,Javelin,2013,55.89,12,6
1659,High Jump,2013,65.83,30,0
1376,Shot Put,2013,69.1,28,1
1906,200m,2013,222.94,10,7
1013,Javelin,2013,14.86,5,9
1133,Discus,2013,61.52,26,2
2007,Discus,2013,3.67,16,5
1144,200m,2013,97.39,22,3
1395,Discus,2013,69.12,15,5
1107,400m,2013,269.96,4,9
1290,Shot Put,2013,46.89,8,8
1258,800m,2013,71.38,25,2
1188,200m,2013,40.59,23,3
1484,100m,2013,56.47,30,0
2040,Long Jump,2013,63.33,25,2
1161,1500m,2013,73.91,9,7
1873,Shot Put,2013,66.68,22,3
1253,400m,2014,278.54,4,9
1279,Long Jump,2014,68.23,6,8
2008,100m,2014,44.03,17,5
1186,Long Jump,2014,42.15,5,9
1682,High Jump,2014,18.28,4,9
1459,800m,2014,125.03,10,7
1133,Javelin,2014,66.89,21,3
1703,High Jump,2014,54.65,26,2
1773,200m,2014,235.54,28,1
1782,High Jump,2014,20.35,21,3
1895,Shot Put,2014,26.66,4,9
1478,200m,2014,33.96,16,5
1458,Discus,2014,16.91,19,4
1531,Javelin,2014,69.13,16,5
1237,1500m,2014,211.18,4,9
1596,Javelin,2014,13.91,16,5
1180,High Jump,2014,21.94,5,9
1229,200m,2014,104.32,23,3
1183,Discus,2014,14.16,27,1
1697,100m,2014,124.2,27,1
1386,Discus,2014,55.17,17,5
1238,Shot Put,2014,5.88,27,1
1754,Javelin,2014,38.42,27,1
1261,200m,2014,228.52,7,8
1642,200m,2014,62.39,20,4
1779,400m,2014,11.54,15,5
1004,Long Jump,2014,9.93,5,9
1637,Javelin,2014,15.63,6,8
1127,200m,2014,173.12,28,1
1389,100m,2014,34.54,4,9
1795,Discus,2014,21.95,18,4
1868,400m,2014,132.68,22,3
1655,100m,2014,82.02,2,10
1748,Discus,2014,63.47,10,7
1259,Discus,2014,31.98,19,4
1455,Shot Put,2014,49.11,17,5
1219,Long Jump,2014,43.02,17,5
1810,800m,2014,209.5,22,3
1019,100m,2014,78.76,7,8
1944,400m,2014,96.92,27,1
1648,800m,2014,287.65,20,4
1297,Discus,2014,16.3,12,6
1608,1500m,2014,47.26,20,4
1449,High Jump,2014,6.59,9,7
2024,1500m,2014,120.72,29,1
1934,400m,2014,126.02,3,9
1302,1500m,2014,206.19,23,3
1581,400m,2014,165.41,3,9
1299,1500m,2014,298.65,23,3
1071,800m,2014,217.19,19,4
1656,Discus,2014,42.94,14,6
1633,400m,2014,101.74,26,2
2029,High Jump,2014,27.46,20,4
1561,800m,2014,32.48,4,9
1980,Discus,2014,9.03,18,4
1442,High Jump,2014,6.02,21,3
2014,200m,2014,115.22,11,7
1597,1500m,2014,52.44,26,2
1772,800m,2014,89.36,4,9
1121,High Jump,2014,68.59,8,8
1683,High Jump,2014,66.7,26,2
1313,200m,2014,60.96,24,2
1432,1500m,2014,180.76,26,2
1461,Shot Put,2014,8.04,12,6
1108,Javelin,2014,60.78,18,4
1367,1500m,2014,186.17,29,1
1999,100m,2014,59.52,25,2
1803,High Jump,2014,13.88,26,2
1613,Discus,2014,39.29,29,1
1327,High Jump,2014,34.17,5,9
1045,1500m,2014,12.75,17,5
1804,400m,2014,200.69,5,9
1692,High Jump,2014,40.38,9,7
1866,100m,2014,276.35,21,3
1970,Long Jump,2014,49.96,8,8
1714,Javelin,2014,30.15,15,5
1802,400m,2014,137.3,12,6
1801,Shot Put,2014,35.9,9,7
1148,High Jump,2014,37.16,23,3
1580,800m,2014,98.5,28,1
1579,200m,2014,284.76,14,6
1400,Long Jump,2014,59.4,21,3
1807,200m,2014,32.24,8,8
1200,200m,2014,57.88,2,10
1269,200m,2014,225.59,18,4
1663,Shot Put,2014,56.87,1,10
1111,High Jump,2014,47.88,30,0
1623,400m,2014,149.1,17,5
1938,Discus,2014,49.3,13,6
1336,100m,2014,188.72,30,0
1282,100m,2014,217.11,23,3
1905,Discus,2014,52.85,8,8
1989,Discus,2014,48.36,2,10
1430,Javelin,2014,32.23,6,8
1447,Discus,2014,63.41,6,8
1401,200m,2014,116.44,5,9
1742,Discus,2014,25.7,2,10
1209,High Jump,2014,35.44,6,8
1303,Long Jump,2014,67.93,11,7
1875,800m,2014,251.2,28,1
1242,Discus,2015,14.3,9,7
1595,200m,2015,260.61,23,3
1613,800m,2015,203.24,14,6
1990,800m,2015,147.43,26,2
1602,200m,2015,213.33,17,5
1543,Javelin,2015,13.91,28,1
1437,Javelin,2015,44.58,5,9
1005,800m,2015,44.93,13,6
1807,100m,2015,89.42,7,8
1446,400m,2015,133.63,20,4
1625,800m,2015,36.37,2,10
1073,High Jump,2015,29.4,10,7
1949,800m,2015,74.31,14,6
2000,Shot Put,2015,5.7,14,6
1118,100m,2015,98.24,9,7
1729,Long Jump,2015,20.72,12,6
1013,High Jump,2015,18.42,29,1
1943,100m,2015,62.71,1,10
1673,100m,2015,201.52,11,7
1612,800m,2015,92.74,9,7
1725,Javelin,2015,8.4,6,8
1220,1500m,2015,285.02,12,6
1011,Long Jump,2015,22.35,4,9
1717,100m,2015,208.06,25,2
1382,400m,2015,106.05,24,2
1824,Long Jump,2015,52.39,19,4
1727,Discus,2015,42.92,8,8
1019,1500m,2015,70.91,13,6
1208,200m,2015,267.29,5,9
1883,Javelin,2015,9.74,19,4
2008,800m,2015,65.95,15,5
1405,200m,2015,31.72,18,4
1174,Javelin,2015,24.99,24,2
1315,Shot Put,2015,69.29,7,8
1842,Discus,2015,50.87,2,10
1254,400m,2015,65.59,18,4
1999,1500m,2015,268.56,25,2
1015,Discus,2015,68.3,29,1
1319,Long Jump,2015,32.22,23,3
1513,200m,2015,274.15,3,9
1464,Shot Put,2015,30.2,30,0
1964,Discus,2015,55.68,6,8
1810,Javelin,2015,20.28,5,9
1767,1500m,2015,23.18,19,4
1747,100m,2015,240.37,23,3
1878,800m,2015,224.81,13,6
1374,Shot Put,2015,48.4,28,1
1552,Discus,2015,68.05,6,8
1223,Shot Put,2015,52.92,13,6
1899,Discus,2015,54.89,13,6
1900,Javelin,2015,20.1,6,8
1332,100m,2015,56.4,7,8
1287,Javelin,2015,49.23,29,1
1889,Discus,2015,32.7,23,3
1012,Discus,2015,19.23,28,1
1736,800m,2015,95.95,9,7
1407,Discus,2015,9.66,8,8
1227,100m,2015,164.73,10,7
1389,100m,2015,195.49,29,1
1584,1500m,2015,278.9,9,7
1083,100m,2015,196.3,8,8
1274,800m,2015,165.03,1,10
1809,Long Jump,2015,44.84,12,6
1863,Long Jump,2015,7.2,23,3
1679,Discus,2015,19.59,5,9
1065,High Jump,2015,63.04,10,7
1329,Long Jump,2015,68.99,21,3
1408,100m,2015,248.94,8,8
1982,1500m,2015,61.25,1,10
1545,Discus,2015,46.53,28,1
1244,Javelin,2015,8.79,24,2
2002,High Jump,2015,66.28,9,7
2015,Javelin,2015,39.24,27,1
1261,Shot Put,2015,16.61,9,7
1666,800m,2015,178.68,26,2
1819,High Jump,2015,12.16,8,8
2028,High Jump,2015,26.75,29,1
1797,Shot Put,2015,7.92,6,8
1270,Shot Put,2015,14.17,28,1
1225,400m,2015,64.77,16,5
1221,400m,2015,197.79,1,10
1044,1500m,2015,57.25,6,8
1259,High Jump,2015,48.58,7,8
1705,200m,2015,51.62,14,6
2025,800m,2015,141.96,21,3
1028,High Jump,2015,8.37,17,5
1485,400m,2015,220.76,26,2
1107,100m,2015,184.96,13,6
1701,High Jump,2015,2.92,27,1
1880,100m,2015,231.4,21,3
1017,100m,2015,48.33,25,2
1890,200m,2015,87.62,21,3
1984,Javelin,2015,2.42,1,10
1593,200m,2015,167.29,27,1
1578,Long Jump,2015,59.91,3,9
1996,800m,2015,50.38,25,2
1170,Javelin,2015,62.63,27,1
1879,400m,2015,99.14,16,5
1508,400m,2015,80.7,18,4
1313,1500m,2015,191.97,4,9
1044,400m,2016,44.0,23,3
1092,400m,2016,119.46,1,10
1211,High Jump,2016,26.96,23,3
1608,200m,2016,202.2,3,9
2048,Shot Put,2016,58.86,28,1
1851,400m,2016,18.75,12,6
1291,400m,2016,32.91,3,9
1003,100m,2016,175.06,27,1
1460,High Jump,2016,11.76,6,8
1050,Shot Put,2016,52.43,24,2
1465,Discus,2016,49.35,10,7
1875,Shot Put,2016,29.69,11,7
1790,Shot Put,2016,55.03,23,3
1302,100m,2016,93.16,5,9
1724,100m,2016,265.54,2,10
1588,Javelin,2016,52.95,17,5
1463,400m,2016,13.15,27,1
1788,High Jump,2016,48.07,29,1
1231,Shot Put,2016,39.46,27,1
2008,1500m,2016,276.55,17,5
1348,1500m,2016,215.71,14,6
1226,400m,2016,88.83,3,9
1209,Discus,2016,27.36,5,9
1578,800m,2016,126.12,2,10
1732,800m,2016,123.76,27,1
1157,Discus,2016,42.95,3,9
1684,Shot Put,2016,34.2,21,3
1243,High Jump,2016,58.17,6,8
1739,100m,2016,242.97,21,3
1174,High Jump,2016,14.84,4,9
1089,200m,2016,32.56,20,4
1310,Long Jump,2016,3.42,10,7
1365,400m,2016,167.05,3,9
1878,800m,2016,183.16,25,2
1686,1500m,2016,64.45,7,8
1372,100m,2016,79.7,3,9
1871,Javelin,2016,40.19,19,4
1308,Shot Put,2016,4.63,11,7
1618,200m,2016,283.62,1,10
1714,Long Jump,2016,52.99,13,6
1213,Discus,2016,14.85,25,2
1556,High Jump,2016,51.21,5,9
2023,200m,2016,106.08,29,1
1756,Discus,2016,8.42,26,2
1544,400m,2016,16.87,26,2
1005,High Jump,2016,34.17,28,1
1305,100m,2016,94.13,5,9
1301,Shot Put,2016,6.89,21,3
1656,200m,2016,286.32,8,8
1303,800m,2016,244.17,21,3
1800,400m,2016,232.96,6,8
1915,Discus,2016,36.87,24,2
1980,Javelin,2016,46.12,30,0
1138,Long Jump,2016,32.15,5,9
1232,Long Jump,2016,21.42,20,4
1876,High Jump,2016,4.24,23,3
1571,High Jump,2016,17.88,20,4
1297,Javelin,2016,6.64,5,9
1186,Javelin,2016,44.5,16,5
1662,200m,2016,243.37,5,9
1262,1500m,2016,168.67,26,2
1373,200m,2016,154.68,15,5
1789,Long Jump,2016,13.13,10,7
1723,400m,2016,29.77,19,4
1654,Long Jump,2016,25.71,3,9
2013,400m,2016,216.09,15,5
1869,1500m,2016,295.98,9,7
1986,Shot Put,2016,46.05,5,9
1848,200m,2016,291.79,16,5
1683,100m,2016,115.41,10,7
1284,High Jump,2016,29.52,20,4
1504,400m,2016,137.84,17,5
1785,Javelin,2016,66.72,12,6
1858,200m,2016,207.84,17,5
2019,Shot Put,2016,19.5,29,1
2009,100m,2016,189.98,21,3
1472,100m,2016,224.9,8,8
1172,Discus,2016,2.04,28,1
1864,200m,2016,94.29,6,8
1450,Javelin,2016,28.85,3,9
1179,800m,2016,122.58,15,5
1482,200m,2016,111.19,15,5
1741,Discus,2016,63.16,15,5
1006,200m,2016,34.89,24,2
1417,200m,2016,276.06,30,0
1036,High Jump,2016,54.12,7,8
1743,High Jump,2016,24.02,11,7
1971,Long Jump,2016,69.76,16,5
1274,800m,2016,213.66,16,5
1123,200m,2016,90.73,2,10
1716,Discus,2016,12.17,16,5
1740,400m,2016,195.66,11,7
1286,Javelin,2016,3.65,20,4
1604,High Jump,2016,5.77,26,2
1943,Long Jump,2016,55.58,16,5
1296,800m,2016,25.68,28,1
1863,100m,2016,286.27,22,3
1497,High Jump,2016,19.98,21,3
1432,400m,2016,34.24,3,9
1115,1500m,2016,127.47,10,7
1925,1500m,2017,99.15,29,1
1860,High Jump,2017,47.62,1,10
1439,High Jump,2017,3.74,1,10
1532,400m,2017,239.25,27,1
1377,Discus,2017,57.67,20,4
1111,Long Jump,2017,24.45,19,4
1190,High Jump,2017,18.07,13,6
1878,800m,2017,188.72,13,6
1701,100m,2017,242.39,19,4
1609,High Jump,2017,10.33,21,3
1337,High Jump,2017,68.45,6,8
1407,High Jump,2017,63.44,17,5
1716,400m,2017,136.85,4,9
1859,400m,2017,156.23,21,3
1987,Javelin,2017,55.22,27,1
1974,1500m,2017,252.83,6,8
1330,Long Jump,2017,15.46,3,9
1895,100m,2017,136.85,21,3
1727,Javelin,2017,11.98,20,4
1797,Discus,2017,64.56,3,9
1021,Javelin,2017,27.69,24,2
1160,400m,2017,295.19,21,3
1297,Long Jump,2017,14.28,21,3
1664,800m,2017,96.11,18,4
1649,800m,2017,220.63,26,2
1030,High Jump,2017,54.27,22,3
1309,100m,2017,89.74,30,0
1940,400m,2017,191.96,21,3
1303,Javelin,2017,60.89,4,9
2023,Shot Put,2017,65.01,4,9
1233,200m,2017,51.13,9,7
1833,400m,2017,36.91,16,5
1539,Long Jump,2017,64.02,7,8
1008,High Jump,2017,8.4,26,2
1923,100m,2017,129.99,16,5
1258,200m,2017,70.99,14,6
1921,High Jump,2017,62.45,21,3
1200,Shot Put,2017,56.89,6,8
1075,1500m,2017,12.94,6,8
1448,Javelin,2017,44.74,28,1
1385,100m,2017,43.99,11,7
1861,Long Jump,2017,34.65,20,4
1341,Javelin,2017,38.93,6,8
1774,Discus,2017,52.31,30,0
1443,200m,2017,65.93,1,10
1713,Discus,2017,3.08,17,5
1430,400m,2017,72.73,12,6
1392,200m,2017,270.59,1,10
1759,Long Jump,2017,10.99,3,9
1746,400m,2017,87.6,16,5
1034,800m,2017,286.44,12,6
1619,Discus,2017,46.16,15,5
1629,Shot Put,2017,31.37,13,6
2029,800m,2017,82.53,7,8
1256,1500m,2017,288.94,4,9
1934,Javelin,2017,55.83,19,4
1848,1500m,2017,58.04,7,8
1841,Shot Put,2017,31.19,15,5
1721,High Jump,2017,42.35,9,7
1722,Long Jump,2017,44.17,20,4
1873,High Jump,2017,30.91,19,4
1688,Long Jump,2017,27.12,21,3
1361,200m,2017,140.33,29,1
1765,100m,2017,287.85,9,7
1363,Javelin,2017,29.57,20,4
1334,Discus,2017,25.63,1,10
1893,200m,2017,62.17,11,7
1782,High Jump,2017,55.68,12,6
1584,800m,2017,31.07,22,3
1896,Long Jump,2017,26.98,25,2
1581,Long Jump,2017,9.88,11,7
1204,100m,2017,217.87,7,8
1180,Shot Put,2017,40.37,11,7
1213,800m,2017,172.88,13,6
1184,1500m,2017,184.52,17,5
1843,800m,2017,39.85,9,7
2017,Javelin,2017,66.32,26,2
1205,200m,2017,176.45,21,3
1910,High Jump,2017,48.23,14,6
2031,Long Jump,2017,57.22,7,8
1067,800m,2017,24.4,16,5
1594,Shot Put,2017,4.71,9,7
1862,High Jump,2017,9.67,15,5
1434,400m,2017,184.41,19,4
1457,High Jump,2017,17.69,1,10
1932,1500m,2017,15.17,26,2
1781,Javelin,2017,69.17,30,0
1235,Shot Put,2017,20.98,27,1
1401,High Jump,2017,4.04,18,4
1962,Discus,2017,4.18,21,3
1255,100m,2017,30.14,4,9
1719,High Jump,2017,51.04,9,7
1951,Long Jump,2017,53.13,13,6
1846,200m,2017,171.37,11,7
1811,Shot Put,2017,43.44,13,6
1016,1500m,2017,211.97,15,5
1768,Shot Put,2017,59.63,30,0
1459,200m,2017,254.49,20,4
2040,200m,2017,18.49,2,10
1549,100m,2017,50.23,11,7
1893,100m,2018,198.1,24,2
1464,High Jump,2018,14.78,7,8
1349,High Jump,2018,13.6,9,7
1181,Discus,2018,43.11,17,5
1392,High Jump,2018,8.98,2,10
1756,800m,2018,288.1,8,8
1011,200m,2018,25.41,2,10
1108,Javelin,2018,19.73,3,9
1532,Discus,2018,8.42,8,8
1089,Javelin,2018,49.42,13,6
1227,High Jump,2018,28.41,8,8
1099,1500m,2018,153.6,6,8
1624,800m,2018,110.81,10,7
1154,Javelin,2018,21.23,1,10
1541,200m,2018,63.67,30,0
1675,Javelin,2018,34.16,10,7
1778,800m,2018,59.37,22,3
1553,200m,2018,58.33,11,7
1283,Shot Put,2018,11.22,1,10
1944,Shot Put,2018,30.81,1,10
1246,400m,2018,292.57,29,1
1259,200m,2018,59.51,25,2
1654,100m,2018,182.26,16,5
1304,Javelin,2018,1.57,28,1
1847,800m,2018,147.04,2,10
1916,100m,2018,174.51,10,7
1251,800m,2018,162.33,6,8
1493,400m,2018,234.82,4,9
1979,1500m,2018,243.13,11,7
2004,Shot Put,2018,35.11,12,6
1575,Discus,2018,19.13,16,5
1660,1500m,2018,115.64,1,10
1989,Long Jump,2018,22.13,11,7
1463,Discus,2018,54.56,28,1
1189,Javelin,2018,34.68,9,7
1607,Discus,2018,51.38,1,10
1170,400m,2018,293.8,28,1
1723,800m,2018,201.22,5,9
1497,Long Jump,2018,35.6,8,8
1422,Javelin,2018,52.26,14,6
1160,Long Jump,2018,15.63,3,9
2013,800m,2018,276.99,13,6
1124,200m,2018,289.98,29,1
1436,Discus,2018,63.1,15,5
1027,Discus,2018,13.48,30,0
1443,Long Jump,2018,62.33,13,6
1959,Javelin,2018,30.08,9,7
1789,1500m,2018,65.27,19,4
1385,Discus,2018,49.58,27,1
1999,Javelin,2018,9.92,26,2
1215,Shot Put,2018,40.32,26,2
1698,Long Jump,2018,21.26,1,10
1428,Shot Put,2018,65.02,5,9
1642,Shot Put,2018,48.14,17,5
1639,1500m,2018,190.9,22,3
1930,400m,2018,98.06,10,7
1316,200m,2018,241.94,1,10
2034,Shot Put,2018,4.31,10,7
1217,Javelin,2018,9.96,16,5
1267,1500m,2018,11.48,12,6
1449,100m,2018,24.47,5,9
1745,Long Jump,2018,61.69,26,2
1790,Discus,2018,47.07,25,2
1927,Discus,2018,12.12,3,9
1416,1500m,2018,51.37,24,2
1820,800m,2018,135.29,30,0
1141,200m,2018,94.33,2,10
1570,Shot Put,2018,65.41,8,8
1867,High Jump,2018,30.45,29,1
1337,200m,2018,268.98,30,0
1630,1500m,2018,183.14,6,8
1210,Javelin,2018,31.35,29,1
1302,Long Jump,2018,56.6,5,9
1945,800m,2018,82.51,14,6
1220,Discus,2018,15.17,10,7
1226,200m,2018,96.23,30,0
1034,Shot Put,2018,38.89,13,6
1384,High Jump,2018,8.08,17,5
1547,Shot Put,2018,49.05,17,5
1059,Long Jump,2018,33.58,14,6
1976,Shot Put,2018,30.3,14,6
1928,Shot Put,2018,3.4,18,4
1721,100m,2018,287.67,14,6
1544,200m,2018,229.2,20,4
1243,1500m,2018,238.12,19,4
1173,Discus,2018,27.06,20,4
1726,Discus,2018,63.14,29,1
1884,1500m,2018,25.53,28,1
1435,High Jump,2018,10.13,22,3
1309,100m,2018,144.21,25,2
1813,Discus,2018,33.03,2,10
2029,200m,2018,25.86,27,1
1883,200m,2018,106.71,4,9
2041,1500m,2018,173.98,23,3
1684,Long Jump,2018,60.71,4,9
1109,Javelin,2018,47.7,24,2
1904,100m,2018,213.46,17,5
1559,400m,2018,172.99,16,5
1758,400m,2018,74.83,22,3
1201,400m,2018,97.26,10,7
1014,Shot Put,2019,65.5,16,5
1994,Long Jump,2019,53.55,25,2
1412,800m,2019,40.58,29,1
1235,400m,2019,221.17,13,6
1138,High Jump,2019,64.68,2,10
1001,Javelin,2019,18.66,2,10
1314,200m,2019,138.04,12,6
1248,Javelin,2019,44.74,1,10
1199,400m,2019,103.14,23,3
1507,Shot Put,2019,27.37,21,3
1419,Javelin,2019,39.62,7,8
1213,1500m,2019,152.42,22,3
1971,1500m,2019,75.39,24,2
1051,400m,2019,135.88,17,5
2036,800m,2019,34.95,1,10
1909,200m,2019,69.03,26,2
1801,400m,2019,269.05,12,6
1114,High Jump,2019,40.43,28,1
1250,200m,2019,108.81,22,3
1615,Discus,2019,35.49,27,1
1829,800m,2019,175.41,16,5
1991,Discus,2019,25.62,20,4
1377,Discus,2019,59.96,26,2
1482,200m,2019,137.27,21,3
1534,High Jump,2019,61.37,19,4
1900,200m,2019,46.89,17,5
1253,1500m,2019,39.26,16,5
1886,800m,2019,24.93,18,4
1300,Long Jump,2019,3.04,27,1
1045,1500m,2019,277.46,9,7
1379,High Jump,2019,49.67,3,9
1291,400m,2019,290.75,3,9
1493,Discus,2019,40.91,28,1
1350,Discus,2019,65.33,17,5
2048,1500m,2019,125.77,2,10
1411,Discus,2019,49.28,4,9
1976,Javelin,2019,33.76,30,0
1984,1500m,2019,199.44,2,10
1594,Long Jump,2019,30.37,7,8
1593,Long Jump,2019,62.33,2,10
1205,400m,2019,69.23,27,1
2010,Long Jump,2019,64.81,22,3
1753,100m,2019,78.33,3,9
1564,Javelin,2019,63.45,23,3
1802,100m,2019,110.3,3,9
1791,High Jump,2019,42.47,20,4
1220,200m,2019,267.38,16,5
1951,400m,2019,88.45,2,10
1854,200m,2019,20.32,17,5
1871,800m,2019,198.6,14,6
1304,Shot Put,2019,22.28,28,1
1058,800m,2019,16.22,2,10
1581,100m,2019,234.35,26,2
1937,800m,2019,164.91,28,1
1247,High Jump,2019,48.21,24,2
1798,100m,2019,170.22,2,10
1023,High Jump,2019,53.95,23,3
1621,400m,2019,134.62,14,6
1070,Discus,2019,10.94,15,5
1911,200m,2019,270.17,29,1
1088,Long Jump,2019,25.6,11,7
1727,High Jump,2019,64.39,8,8
1286,800m,2019,36.68,1,10
1959,800m,2019,129.79,25,2
1939,Discus,2019,40.41,26,2
1568,100m,2019,263.24,8,8
1019,100m,2019,32.22,5,9
1325,Shot Put,2019,13.87,2,10
1733,Long Jump,2019,25.45,21,3
2026,800m,2019,299.45,5,9
2031,Javelin,2019,28.75,22,3
1432,200m,2019,200.41,3,9
1715,1500m,2019,282.13,7,8
1800,Shot Put,2019,49.81,27,1
1129,Long Jump,2019,62.99,28,1
1358,800m,2019,138.63,10,7
1311,Long Jump,2019,54.94,10,7
1721,800m,2019,162.78,9,7
1695,Long Jump,2019,49.3,17,5
1942,200m,2019,25.66,29,1
1287,High Jump,2019,49.83,20,4
1571,Shot Put,2019,20.67,7,8
1807,400m,2019,254.01,17,5
1140,800m,2019,98.43,18,4
1772,800m,2019,45.6,24,2
1967,400m,2019,20.4,8,8
1370,Shot Put,2019,46.02,15,5
2039,200m,2019,16.17,27,1
1531,100m,2019,88.39,19,4
1266,High Jump,2019,22.08,3,9
1664,100m,2019,90.94,20,4
1713,High Jump,2019,35.43,28,1
1827,High Jump,2019,27.85,2,10
1139,800m,2019,69.66,6,8
1093,High Jump,2019,37.98,22,3
1061,1500m,2019,19.08,25,2
1326,Long Jump,2019,65.7,30,0
1475,Javelin,2019,53.18,11,7
1198,1500m,2019,244.97,19,4
1218,800m,2019,229.6,11,7
1889,100m,2020,94.35,5,9
1876,Javelin,2020,3.25,20,4
1117,800m,2020,244.33,17,5
1224,Discus,2020,55.17,23,3
1795,Long Jump,2020,65.89,13,6
1589,Javelin,2020,3.73,24,2
1950,400m,2020,120.52,21,3
1869,200m,2020,287.0,30,0
1533,800m,2020,173.97,19,4
1333,Discus,2020,51.78,18,4
1781,200m,2020,255.8,17,5
1958,100m,2020,186.06,22,3
1488,Discus,2020,37.14,11,7
1271,1500m,2020,66.56,19,4
1032,1500m,2020,274.21,11,7
1575,800m,2020,241.71,12,6
1562,800m,2020,142.19,24,2
1176,200m,2020,210.99,15,5
1512,High Jump,2020,26.29,12,6
1606,Discus,2020,36.14,30,0
1692,Long Jump,2020,46.25,20,4
1809,800m,2020,140.2,14,6
1080,800m,2020,175.11,27,1
1741,400m,2020,278.46,8,8
1551,High Jump,2020,47.68,22,3
1514,400m,2020,185.61,26,2
1026,1500m,2020,109.06,4,9
1255,200m,2020,128.47,17,5
1629,400m,2020,177.04,21,3
1658,800m,2020,270.96,29,1
1542,Shot Put,2020,2.56,4,9
1367,High Jump,2020,19.54,18,4
1909,Shot Put,2020,52.39,5,9
1948,100m,2020,251.82,1,10
1036,400m,2020,297.08,5,9
1901,Discus,2020,60.88,30,0
1019,High Jump,2020,63.44,12,6
1956,400m,2020,126.67,18,4
1076,800m,2020,216.48,4,9
1735,Long Jump,2020,62.97,29,1
1984,Long Jump,2020,42.02,20,4
1447,200m,2020,298.3,2,10
1837,200m,2020,224.24,12,6
1120,Shot Put,2020,63.88,21,3
1163,Shot Put,2020,52.24,14,6
1567,1500m,2020,229.72,23,3
1644,400m,2020,222.7,24,2
1132,Javelin,2020,64.27,30,0
1903,Discus,2020,7.24,29,1
1369,100m,2020,182.13,12,6
1529,Shot Put,2020,27.49,15,5
1566,400m,2020,157.51,19,4
1532,1500m,2020,283.98,4,9
2014,800m,2020,96.23,11,7
1261,100m,2020,173.6,29,1
1466,Discus,2020,41.22,28,1
1358,High Jump,2020,21.04,13,6
1301,Long Jump,2020,53.38,5,9
1102,100m,2020,246.06,24,2
1477,800m,2020,134.86,9,7
1235,Javelin,2020,61.75,11,7
1079,200m,2020,110.73,6,8
1378,200m,2020,93.47,16,5
